연도,시도,시군구,계약종별,1월,2월,3월,4월
2023,대구광역시,수성구,주택용,59230511,58401341,49274327,50745979
2023,대구광역시,수성구,일반용,76582363,72852938,56948857,53501807
2023,대구광역시,수성구,교육용,5205697,4235549,3199608,2843672
2023,대구광역시,수성구,산업용,18812178,16890060,17296156,16749520
2023,대구광역시,수성구,농사용,570825,547779,390051,304308
2023,대구광역시,수성구,가로등,1634389,1565767,1379607,1356727
2023,대구광역시,수성구,심 야,3445471,3339216,2203901,1424211
2023,대구광역시,수성구,합 계,165481434,157832650,130692507,126926224
2023,대구광역시,달서구,주택용,72701719,71452803,61758801,64056875
2023,대구광역시,달서구,일반용,90237890,85593093,68888845,65425491
2023,대구광역시,달서구,교육용,7837313,6736102,5464883,4848889
2023,대구광역시,달서구,산업용,179043493,169327492,163659364,160083200
2023,대구광역시,달서구,농사용,116648,100824,64571,57809
2023,대구광역시,달서구,가로등,2062251,1922969,1657336,1593804
2023,대구광역시,달서구,심 야,3027675,2876820,1907397,1149650
2023,대구광역시,달서구,합 계,355026989,338010103,303401197,297215718
2023,대구광역시,달성군,주택용,34453602,33607300,28873453,29479199
2023,대구광역시,달성군,일반용,48030337,45412464,37662157,36189922
2023,대구광역시,달성군,교육용,7039568,6257576,5699568,5270566
2023,대구광역시,달성군,산업용,267117160,260360355,265641576,258623363
2023,대구광역시,달성군,농사용,5959004,5697542,4286358,3750391
2023,대구광역시,달성군,가로등,2457783,2320799,2154220,2129302
2023,대구광역시,달성군,심 야,4736507,4627564,3174127,2070367
2023,대구광역시,달성군,합 계,369793961,358283600,347491459,337513110
2023,인천광역시,중구,주택용,25447366,24557759,20815173,20940442
2023,인천광역시,중구,일반용,121419537,108938352,99181085,93403356
2023,인천광역시,중구,교육용,2924807,2308714,2356463,1664775
2023,인천광역시,중구,산업용,87031470,75964957,81709614,81010022
2023,인천광역시,중구,농사용,539709,509702,553561,527475
2023,인천광역시,중구,가로등,2832049,2721451,2389578,2280991
2023,인천광역시,중구,심 야,3242090,3034545,2164881,1608026
2023,인천광역시,중구,합 계,243437028,218035480,209170355,201435087
2023,인천광역시,동구,주택용,8380754,7860791,6929873,6957541
2023,인천광역시,동구,일반용,12162335,11105402,8811684,7741602
2023,인천광역시,동구,교육용,1075504,888604,876724,642127
2023,인천광역시,동구,산업용,272839516,284144978,278078097,296650088
2023,인천광역시,동구,농사용,5771,5894,4413,2884
2023,인천광역시,동구,가로등,375785,348260,335998,328199
2023,인천광역시,동구,심 야,628772,562981,406297,163033
2023,인천광역시,동구,합 계,295468437,304916910,295443086,312485474
2023,인천광역시,미추홀구,주택용,57989702,56806947,48035183,49533433
2023,인천광역시,미추홀구,일반용,70669327,65169036,52641464,48454573
2023,인천광역시,미추홀구,교육용,7394669,5848066,5703092,4151873
2023,인천광역시,미추홀구,산업용,38829018,36239551,34471170,32350516
2023,인천광역시,미추홀구,농사용,50244,48506,36057,31509
2023,인천광역시,미추홀구,가로등,1158236,1074796,972623,955231
2023,인천광역시,미추홀구,심 야,2024742,1848227,1368307,1009748
2023,인천광역시,미추홀구,합 계,178115938,167035129,143227896,136486883
2023,인천광역시,서구,주택용,88945232,86767542,76208665,76883149
2023,인천광역시,서구,일반용,134483314,123137344,103455421,94880320
2023,인천광역시,서구,교육용,6268885,5024403,4896411,3155740
2023,인천광역시,서구,산업용,327558443,306141645,303808700,298286561
2023,인천광역시,서구,농사용,1021439,910784,656539,817655
2023,인천광역시,서구,가로등,3358112,3161288,2879325,2775963
2023,인천광역시,서구,심 야,1877593,1766484,1241231,915705
2023,인천광역시,서구,합 계,563513018,526909490,493146292,477715093
2023,인천광역시,남동구,주택용,71899356,69898498,59278280,60755806
2023,인천광역시,남동구,일반용,99991993,92557838,75062265,69404939
2023,인천광역시,남동구,교육용,4863955,3935738,3807160,2573900
2023,인천광역시,남동구,산업용,195733842,186593506,171618117,162180592
2023,인천광역시,남동구,농사용,1464590,1305629,910473,805411
2023,인천광역시,남동구,가로등,1915145,1799503,1605019,1571418
2023,인천광역시,남동구,심 야,1757270,1634715,1079577,724927
2023,인천광역시,남동구,합 계,377626151,357725427,313360891,298016993
2023,인천광역시,부평구,주택용,68997625,66899456,56810945,58451888
2023,인천광역시,부평구,일반용,84721428,77422580,62908345,56866454
2023,인천광역시,부평구,교육용,4881583,3921469,3992895,2664329
2023,인천광역시,부평구,산업용,63095104,59408356,57056843,53789593
2023,인천광역시,부평구,농사용,64152,62576,59764,59761
2023,인천광역시,부평구,가로등,1213653,1148065,1042046,1038695
2023,인천광역시,부평구,심 야,1591823,1521899,1088269,763145
2023,인천광역시,부평구,합 계,224565368,210384401,182959107,173633865
2023,인천광역시,계양구,주택용,37603115,36323966,30972093,31748356
2023,인천광역시,계양구,일반용,47639105,43953882,35853495,33093480
2023,인천광역시,계양구,교육용,3500195,2784740,2760016,1876274
2023,인천광역시,계양구,산업용,35444371,32506957,31522044,29807769
2023,인천광역시,계양구,농사용,1049157,970795,685185,588335
2023,인천광역시,계양구,가로등,1122807,1040419,922421,941020
2023,인천광역시,계양구,심 야,1336536,1280149,896192,586801
2023,인천광역시,계양구,합 계,127695286,118860908,103611446,98642035
2023,인천광역시,연수구,주택용,62494951,59274420,52364802,53408681
2023,인천광역시,연수구,일반용,85249172,76888370,67703898,63132044
2023,인천광역시,연수구,교육용,10503874,8673219,9186815,7026457
2023,인천광역시,연수구,산업용,117219817,104105129,106791845,100897964
2023,인천광역시,연수구,농사용,108908,99742,82735,75554
2023,인천광역시,연수구,가로등,2332321,2238588,1963087,2013020
2023,인천광역시,연수구,심 야,827364,751359,557263,322186
2023,인천광역시,연수구,합 계,278736407,252030827,238650445,226875906
2023,인천광역시,강화군,주택용,9584237,9285803,7210553,7139248
2023,인천광역시,강화군,일반용,25189909,23848186,18134489,15675061
2023,인천광역시,강화군,교육용,1874390,1368973,1413807,964682
2023,인천광역시,강화군,산업용,10830608,10340988,9074979,8934356
2023,인천광역시,강화군,농사용,8032260,7732305,6691800,6819345
2023,인천광역시,강화군,가로등,988747,885247,843277,776157
2023,인천광역시,강화군,심 야,14878587,14330031,9910173,7246693
2023,인천광역시,강화군,합 계,71378738,67791533,53279078,47555542
2023,인천광역시,옹진군,주택용,2842365,2673762,2191908,2281821
2023,인천광역시,옹진군,일반용,13844188,13264219,10511789,9780101
2023,인천광역시,옹진군,교육용,378941,237688,209303,213653
2023,인천광역시,옹진군,산업용,4618881,8654812,4456603,4421739
2023,인천광역시,옹진군,농사용,1230204,1176400,1167947,1423919
2023,인천광역시,옹진군,가로등,177417,161832,146076,137775
2023,인천광역시,옹진군,심 야,3433902,3218566,2182420,1705083
2023,인천광역시,옹진군,합 계,26525898,29387279,20866046,19964091
2023,광주광역시,동구,주택용,16397273,15460982,13912531,13973325
2023,광주광역시,동구,일반용,36617160,34108511,28630938,26702501
2023,광주광역시,동구,교육용,4223845,3402509,3056339,2950135
2023,광주광역시,동구,산업용,3342171,2943994,2812069,2720352
2023,광주광역시,동구,농사용,194042,176132,158196,147850
2023,광주광역시,동구,가로등,836346,788039,742786,755369
2023,광주광역시,동구,심 야,1309775,1256421,902566,652301
2023,광주광역시,동구,합 계,62920612,58136588,50215425,47901833
2023,광주광역시,서구,주택용,40096950,39635993,34046375,35186365
2023,광주광역시,서구,일반용,76764296,72950546,61086602,58000269
2023,광주광역시,서구,교육용,3157161,1951620,1860785,1805302
2023,광주광역시,서구,산업용,26125961,25737932,26414686,24811666
2023,광주광역시,서구,농사용,559440,603713,488230,416478
2023,광주광역시,서구,가로등,1212680,1133070,1009804,1008958
2023,광주광역시,서구,심 야,1864228,1829002,1450318,1176539
2023,광주광역시,서구,합 계,149780716,143841876,126356800,122405577
2023,광주광역시,북구,주택용,58024390,55888302,48721325,50224231
2023,광주광역시,북구,일반용,74720699,71225369,57586188,55391134
2023,광주광역시,북구,교육용,16008227,12830862,12139140,11119043
2023,광주광역시,북구,산업용,61649209,56907619,58717815,58168904
2023,광주광역시,북구,농사용,2249115,1963992,1430940,1040644
2023,광주광역시,북구,가로등,1774049,1676260,1478528,1427111
2023,광주광역시,북구,심 야,3462091,3220233,2402410,1667501
2023,광주광역시,북구,합 계,217887780,203712637,182476346,179038568
2023,광주광역시,광산구,주택용,54993531,54362265,46411693,48643415
2023,광주광역시,광산구,일반용,81043283,77373698,65125017,62335200
2023,광주광역시,광산구,교육용,7415160,4946978,4778855,4516528
2023,광주광역시,광산구,산업용,167416912,168379026,163469676,160946449
2023,광주광역시,광산구,농사용,7405299,7095609,5380424,4162309
2023,광주광역시,광산구,가로등,2534814,2394487,2115985,1958635
2023,광주광역시,광산구,심 야,2597159,2457161,1883166,1366565
2023,광주광역시,광산구,합 계,323406158,317009224,289164816,283929101
2023,광주광역시,남구,주택용,29432321,28848756,24339070,25511823
2023,광주광역시,남구,일반용,31349282,30166470,23750980,23165495
2023,광주광역시,남구,교육용,4188951,2991477,2861067,2645720
2023,광주광역시,남구,산업용,4481033,4360712,3904980,3939073
2023,광주광역시,남구,농사용,1222920,1119286,870371,694860
2023,광주광역시,남구,가로등,1079347,1005104,927666,915415
2023,광주광역시,남구,심 야,2099969,1936730,1273018,703762
2023,광주광역시,남구,합 계,73853823,70428535,57927152,57576148
2023,대전광역시,동구,주택용,30573432,29928653,25181189,26187690
2023,대전광역시,동구,일반용,42420336,39930561,31622687,29823306
2023,대전광역시,동구,교육용,7222827,5540202,4694785,4060858
2023,대전광역시,동구,산업용,8421260,7812973,6615601,6654000
2023,대전광역시,동구,농사용,489424,524564,418061,379277
2023,대전광역시,동구,가로등,977573,927395,842262,860276
2023,대전광역시,동구,심 야,6555313,6215626,4203768,2760662
2023,대전광역시,동구,합 계,96660165,90879974,73578353,70726069
2023,대전광역시,중구,주택용,30600496,29871233,24980866,25701846
2023,대전광역시,중구,일반용,52683514,49411878,40090712,37077362
2023,대전광역시,중구,교육용,4669145,3427538,2880457,2460607
2023,대전광역시,중구,산업용,3159669,2945957,2730049,2736801
2023,대전광역시,중구,농사용,273897,262248,192089,177185
2023,대전광역시,중구,가로등,927644,891160,793023,804281
2023,대전광역시,중구,심 야,5257164,4926856,3338052,2164716
2023,대전광역시,중구,합 계,97571529,91736870,75005248,71122798
2023,대전광역시,서구,주택용,62352264,61381841,51891735,53469664
2023,대전광역시,서구,일반용,107965107,101254178,82874002,76600095
2023,대전광역시,서구,교육용,8673387,6717352,5550824,5050507
2023,대전광역시,서구,산업용,5124435,4689955,4187855,4085934
2023,대전광역시,서구,농사용,786560,738790,546321,449486
2023,대전광역시,서구,가로등,1673832,1572512,1398039,1409030
2023,대전광역시,서구,심 야,5511359,5223532,3584913,2426171
2023,대전광역시,서구,합 계,192086944,181578160,150033689,143490887
2023,대전광역시,대덕구,주택용,22823534,22457893,18922879,19404561
2023,대전광역시,대덕구,일반용,41170706,38880872,31011285,28257300
2023,대전광역시,대덕구,교육용,3931397,3042703,2491664,2038704
2023,대전광역시,대덕구,산업용,173771108,167350630,161516486,156944623
2023,대전광역시,대덕구,농사용,411718,388109,319431,334927
2023,대전광역시,대덕구,가로등,1036515,975722,879161,867881
2023,대전광역시,대덕구,심 야,2948883,2775514,2048090,1360214
2023,대전광역시,대덕구,합 계,246093861,235871443,217188996,209208210
2023,대전광역시,유성구,주택용,49570680,48948307,41454317,43137873
2023,대전광역시,유성구,일반용,142217782,132230211,115463661,112641272
2023,대전광역시,유성구,교육용,25671378,22184948,20091278,18103316
2023,대전광역시,유성구,산업용,76142257,70464260,66164785,63500188
2023,대전광역시,유성구,농사용,2399968,2295778,1576283,1298770
2023,대전광역시,유성구,가로등,2360827,2233153,1998271,1995227
2023,대전광역시,유성구,심 야,3918356,3624869,2510879,2186011
2023,대전광역시,유성구,합 계,302281248,281981526,249259474,242862657
2023,울산광역시,북구,주택용,28581398,28468996,24260184,25303236
2023,울산광역시,북구,일반용,32863367,31559261,26280381,25851792
2023,울산광역시,북구,교육용,2563252,2112824,1845064,1741525
2023,울산광역시,북구,산업용,147791807,144734020,147971625,141238981
2023,울산광역시,북구,농사용,1848066,1786468,1290390,993594
2023,울산광역시,북구,가로등,1490386,1395512,1247068,1207397
2023,울산광역시,북구,심 야,1210033,1164782,782517,570440
2023,울산광역시,북구,합 계,216348309,211221863,203677229,196906965
2023,울산광역시,동구,주택용,19566481,19391597,16485921,17160299
2023,울산광역시,동구,일반용,21466506,20340046,17306966,16941080
2023,울산광역시,동구,교육용,2108264,1470562,1420187,1442182
2023,울산광역시,동구,산업용,83407305,79972321,84986180,80257054
2023,울산광역시,동구,농사용,108445,105790,109520,129135
2023,울산광역시,동구,가로등,745654,689071,637723,606095
2023,울산광역시,동구,심 야,705507,690456,535328,402543
2023,울산광역시,동구,합 계,128108162,122659843,121481825,116938388
2023,울산광역시,중구,주택용,27479595,27290785,23087609,23788168
2023,울산광역시,중구,일반용,32062912,30341303,25201243,24379246
2023,울산광역시,중구,교육용,2049672,1410115,1440677,1351278
2023,울산광역시,중구,산업용,2754836,2528158,2247642,2256192
2023,울산광역시,중구,농사용,283031,271408,218355,211457
2023,울산광역시,중구,가로등,1234986,1151270,1051771,1021510
2023,울산광역시,중구,심 야,909524,866382,587483,395214
2023,울산광역시,중구,합 계,66774556,63859421,53834780,53403065
2023,울산광역시,남구,주택용,42091061,41776941,35585889,36855752
2023,울산광역시,남구,일반용,74811721,70725868,58559951,55320913
2023,울산광역시,남구,교육용,5363158,3917251,3701548,3480855
2023,울산광역시,남구,산업용,1236249599,1144079156,1259706773,1218541093
2023,울산광역시,남구,농사용,66590,60484,48167,38738
2023,울산광역시,남구,가로등,1388651,1293919,1152670,1142551
2023,울산광역시,남구,심 야,2623727,2465676,1862455,1299290
2023,울산광역시,남구,합 계,1362594507,1264319295,1360617453,1316679192
2023,울산광역시,울주군,주택용,29878617,29583004,25001312,25812644
2023,울산광역시,울주군,일반용,48527759,46345229,38855311,37355407
2023,울산광역시,울주군,교육용,9438517,7705871,7614577,7256112
2023,울산광역시,울주군,산업용,877140226,827751524,790447012,806231633
2023,울산광역시,울주군,농사용,6575274,6509469,5227020,4907452
2023,울산광역시,울주군,가로등,2694836,2569365,2485633,2499511
2023,울산광역시,울주군,심 야,6200723,5972576,4160813,3125789
2023,울산광역시,울주군,합 계,980455952,926437038,873791678,887188548
2023,경기도,의정부시,주택용,65170297,64136069,53596087,55289056
2023,경기도,의정부시,일반용,84588413,77688309,60329661,55546358
2023,경기도,의정부시,교육용,7042742,5068130,4323757,3182311
2023,경기도,의정부시,산업용,27422555,21483074,19918794,18575009
2023,경기도,의정부시,농사용,383230,367470,274257,241542
2023,경기도,의정부시,가로등,2040505,1963540,1818764,1844498
2023,경기도,의정부시,심 야,2122668,2016525,1403072,930907
2023,경기도,의정부시,합 계,188770410,172723117,141664392,135609681
2023,경기도,광명시,주택용,32933594,31302276,27468800,27736265
2023,경기도,광명시,일반용,46240838,44181333,44732297,41718495
2023,경기도,광명시,교육용,3126294,2064168,1901438,1561304
2023,경기도,광명시,산업용,24169525,22663436,22989355,20331985
2023,경기도,광명시,농사용,948908,922270,706052,601512
2023,경기도,광명시,가로등,1139065,1083813,994457,1004872
2023,경기도,광명시,심 야,1745341,1627639,1114863,737163
2023,경기도,광명시,합 계,110303565,103844935,99907262,93691596
2023,경기도,평택시,주택용,91257527,89354990,75664395,78005569
2023,경기도,평택시,일반용,187448011,136839037,191312109,138071893
2023,경기도,평택시,교육용,8504423,5951945,5315070,4267225
2023,경기도,평택시,산업용,1291206301,1385488940,1107939765,1272216801
2023,경기도,평택시,농사용,17522999,17027931,13370166,15054137
2023,경기도,평택시,가로등,4208462,4040010,3527130,3493080
2023,경기도,평택시,심 야,19222672,17745929,11624126,8080015
2023,경기도,평택시,합 계,1619370395,1656448782,1408752761,1519188720
2023,경기도,동두천시,주택용,13097737,12236642,10453907,10423933
2023,경기도,동두천시,일반용,26625987,25425445,19436244,17213474
2023,경기도,동두천시,교육용,2413018,1672233,1405099,1090080
2023,경기도,동두천시,산업용,22620351,19583757,19354751,19197983
2023,경기도,동두천시,농사용,792745,718281,514320,445385
2023,경기도,동두천시,가로등,713867,660454,609537,632618
2023,경기도,동두천시,심 야,2557522,2411709,1613838,1129605
2023,경기도,동두천시,합 계,68821227,62708521,53387696,50133078
2023,경기도,안산시,주택용,89575528,86225165,74637348,76544880
2023,경기도,안산시,일반용,133366097,122617810,98075618,90005926
2023,경기도,안산시,교육용,12842723,9231657,7995720,7301840
2023,경기도,안산시,산업용,487399333,457977586,459376483,437923111
2023,경기도,안산시,농사용,3842340,3652169,2929155,2758863
2023,경기도,안산시,가로등,3097311,2945196,2615590,2582772
2023,경기도,안산시,심 야,5038753,4807165,3444805,2410306
2023,경기도,안산시,합 계,735162085,687456748,649074719,619527698
2023,경기도,과천시,주택용,11104403,10966106,9286637,9697609
2023,경기도,과천시,일반용,25603604,23438063,19706727,18336178
2023,경기도,과천시,교육용,1860297,1434914,1156327,955680
2023,경기도,과천시,산업용,4291796,3969702,3908229,4071287
2023,경기도,과천시,농사용,1289082,1209758,867531,693906
2023,경기도,과천시,가로등,523760,492300,436707,443028
2023,경기도,과천시,심 야,314662,312258,249293,221415
2023,경기도,과천시,합 계,44987604,41823101,35611451,34419103
2023,경기도,구리시,주택용,26106390,24574066,21546294,21657685
2023,경기도,구리시,일반용,41365234,37423161,29609723,27261906
2023,경기도,구리시,교육용,2142651,1491264,1283964,1013419
2023,경기도,구리시,산업용,11262130,10104440,9609358,9267251
2023,경기도,구리시,농사용,611624,567741,418268,388216
2023,경기도,구리시,가로등,969755,899878,830250,815585
2023,경기도,구리시,심 야,385429,371963,277236,182767
2023,경기도,구리시,합 계,82843213,75432513,63575093,60586829
2023,경기도,오산시,주택용,33448455,32240983,27967545,28564435
2023,경기도,오산시,일반용,51654716,48004851,39277784,36072877
2023,경기도,오산시,교육용,4660596,3401979,2852217,2317489
2023,경기도,오산시,산업용,50175744,45985966,45136583,44132838
2023,경기도,오산시,농사용,688652,644049,455417,394386
2023,경기도,오산시,가로등,942820,902901,802882,800212
2023,경기도,오산시,심 야,2054892,1939002,1352024,981372
2023,경기도,오산시,합 계,143625875,133119731,117844452,113263609
2023,경기도,군포시,주택용,35458954,34658198,29622993,30517001
2023,경기도,군포시,일반용,48894386,44975097,36673242,33856303
2023,경기도,군포시,교육용,3392215,2379545,2078543,1750965
2023,경기도,군포시,산업용,57645251,51679039,46866063,43415757
2023,경기도,군포시,농사용,282594,246473,181495,167086
2023,경기도,군포시,가로등,962993,936443,837050,842323
2023,경기도,군포시,심 야,579953,546014,361499,258070
2023,경기도,군포시,합 계,147216346,135420809,116620885,110807505
2023,경기도,의왕시,주택용,21854272,21589188,18292584,18860608
2023,경기도,의왕시,일반용,44038565,39620156,34721161,31673209
2023,경기도,의왕시,교육용,2534000,1899011,1589330,1350705
2023,경기도,의왕시,산업용,14182599,13421476,11662382,11785028
2023,경기도,의왕시,농사용,1310377,1179891,779301,675183
2023,경기도,의왕시,가로등,1203158,1163537,1051913,1080268
2023,경기도,의왕시,심 야,1441306,1430181,1091219,686041
2023,경기도,의왕시,합 계,86564277,80303440,69187890,66111042
2023,경기도,시흥시,주택용,75942312,73811904,63364828,65702019
2023,경기도,시흥시,일반용,109517150,101953572,80461313,74717955
2023,경기도,시흥시,교육용,6899558,5482583,5265399,4237257
2023,경기도,시흥시,산업용,269721174,253492096,234875225,225699073
2023,경기도,시흥시,농사용,2617241,2389359,1786060,1589955
2023,경기도,시흥시,가로등,3109593,3047925,2607349,2554412
2023,경기도,시흥시,심 야,4035512,3782724,2627996,1804885
2023,경기도,시흥시,합 계,471842540,443960163,390988170,376305556
2023,경기도,남양주시,주택용,105455172,102779266,86470653,87925912
2023,경기도,남양주시,일반용,137757213,128252777,98973239,90351689
2023,경기도,남양주시,교육용,10767876,7079814,6014023,5122485
2023,경기도,남양주시,산업용,96628748,88334545,79017170,75369878
2023,경기도,남양주시,농사용,6876612,6448629,4866221,4147451
2023,경기도,남양주시,가로등,4414326,4114297,3856402,3791378
2023,경기도,남양주시,심 야,12961445,11949737,8005874,5562103
2023,경기도,남양주시,합 계,374861392,348959065,287203582,272270896
2023,경기도,하남시,주택용,48749546,47513102,40711951,42116449
2023,경기도,하남시,일반용,74525429,67882027,54778920,51997617
2023,경기도,하남시,교육용,2918219,2185597,1830937,1478907
2023,경기도,하남시,산업용,47557583,44759821,44191249,43757465
2023,경기도,하남시,농사용,3595857,3232029,2271416,1916437
2023,경기도,하남시,가로등,1761465,1707255,1525912,1557324
2023,경기도,하남시,심 야,3590802,3277181,2218507,1588835
2023,경기도,하남시,합 계,182698901,170557012,147528892,144413034
2023,경기도,양주시,주택용,38093556,36036550,31511426,31747133
2023,경기도,양주시,일반용,69570056,64395492,48932891,44285947
2023,경기도,양주시,교육용,4613850,3494826,2984961,2285894
2023,경기도,양주시,산업용,113109472,104153098,93509136,91495270
2023,경기도,양주시,농사용,11180335,10496041,7624102,6547087
2023,경기도,양주시,가로등,2722986,2552404,2394819,2349298
2023,경기도,양주시,심 야,12939725,12138350,8387295,5846361
2023,경기도,양주시,합 계,252229980,233266761,195344630,184556990
2023,경기도,여주시,주택용,17104151,16327755,13144177,13242851
2023,경기도,여주시,일반용,44000214,41374603,33698156,30005536
2023,경기도,여주시,교육용,3259668,2412343,1907181,1641226
2023,경기도,여주시,산업용,51461149,48034233,46022642,45147370
2023,경기도,여주시,농사용,25302651,23736750,18095665,16252318
2023,경기도,여주시,가로등,1331250,1284289,1222788,1255226
2023,경기도,여주시,심 야,25231725,23524161,15837004,11123791
2023,경기도,여주시,합 계,167690808,156694134,129927613,118668318
2023,경기도,화성시,주택용,140401453,137041921,116600304,120170349
2023,경기도,화성시,일반용,278322519,258537493,226519237,210873815
2023,경기도,화성시,교육용,14368929,10524772,9629583,7773004
2023,경기도,화성시,산업용,1428053845,1329614322,1339721773,1294144858
2023,경기도,화성시,농사용,28535981,27107770,20999242,20436528
2023,경기도,화성시,가로등,7694972,7180493,6643957,6536003
2023,경기도,화성시,심 야,29696346,28091733,19737015,14175500
2023,경기도,화성시,합 계,1927074045,1798098504,1739851111,1674110057
2023,경기도,파주시,주택용,71722135,67353820,59244141,58720759
2023,경기도,파주시,일반용,141443979,131884944,105104017,93927802
2023,경기도,파주시,교육용,8937366,6036696,5340490,4500610
2023,경기도,파주시,산업용,575669971,523531089,529867973,525807276
2023,경기도,파주시,농사용,21866479,20248214,15156617,13908559
2023,경기도,파주시,가로등,3506226,3221839,3051707,2965343
2023,경기도,파주시,심 야,20826860,19765949,13962863,9946000
2023,경기도,파주시,합 계,843973016,772042551,731727808,709776349
2023,경기도,광주시,주택용,55748017,54270719,45254590,46580363
2023,경기도,광주시,일반용,97196041,89058815,68945985,62550024
2023,경기도,광주시,교육용,4609385,3115179,2697861,2245171
